id,contract_price,date_of_publication,procurement_name,place_of_performance,system_number,contracting_authority_id,supplier_id,date_of_contract_close
203,1871163.90,2023-02-01,Pronájem objektu - Penzion Merán,,N006/23/V00002596,50,340,
204,10360.00,2023-09-12,"Nákup mycích, čistících a dezinfekčních prostředků pro Krajský soud v Hradci Králové pobočku v Pardubicích - Spr 3369/2023 - kopie",Královéhradecký kraj,N006/23/V00025330,51,341,
205,4132.23,2020-11-30,"DP: Servisní prohlídka (oprava, údržba) Š Fabia combi 212-79-83 (37.DP) Čechy",Hlavní město Praha,N006/20/V00025888,4,185,
206,25505881.80,2023-05-09,Centrální nákup osobních vozidel – kategorie 1A benzín,Česká republika,N006/23/V00011353,42,290,
207,505100.00,2023-08-02,Nákup daktyloskopických fólií,Moravskoslezský kraj,N006/23/V00021478,52,343,
208,5785.12,2020-12-08,"DP: Servisní prohlídka (oprava, údržba) Š Fabia combi 212-09-44 (24.DP) Morava",Olomoucký kraj,N006/20/V00025882,4,187,
209,1137.00,2020-10-14,"DP: zabezpečení praní prádla,oděvů a výstrojních součástek 2019-2020 (35.DP)",Hlavní město Praha,N006/20/V00025617,4,180,
210,347556.68,2023-07-13,PS 0529 - Nákup elektromateriálu,Pardubický kraj,N006/23/V00019824,4,344,
211,26520.00,2020-10-02,DP: opravy a servis VKZ elektro (16.DP),Hlavní město Praha,N006/20/V00025037,4,186,
212,9917.36,2020-10-02,"DP: Servisní prohlídka (oprava, údržba) Š Octavia II 026-52-43 (36.DP) Čechy",Česká republika,N006/20/V00025034,4,185,
213,3960.40,2020-10-02,"DP: Servisní prohlídka (oprava,údržba) Š Fabia combi 014-57-29 (35.DP) Čechy",Česká republika,N006/20/V00025031,4,185,
214,19008.26,2020-10-09,DP: Oprava VW Transporter T5 972-11-79 (22.DP) Morava,Česká republika,N006/20/V00025030,4,187,
215,1652.89,2020-10-02,"DP: Servisní prohlídka (oprava, údržba) Š Fabia combi 212-83-04 (21.DP) Morava",Česká republika,N006/20/V00025022,4,187,
216,1652.89,2020-10-09,"DP: Servisní prohlídka (oprava, údržba) Š Fabia combi 212-79-76 (20.DP) Morava",Česká republika,N006/20/V00025021,4,187,
217,4958.68,2020-10-09,"DP: Servisní prohlídka (oprava,údržba) Š Fabia combi 212-93-45 (19.DP) Morava",Česká republika,N006/20/V00025020,4,187,
218,1652.89,2020-10-02,DP: Servisní prohlídka Š Fabia combi 212-83-04 (18.DP) Morava,Česká republika,N006/20/V00025019,4,187,
219,2479.34,2020-09-29,"DP: servisní prohlídka Š Fabia, 026-40-31 (34.DP) Čechy",Česká republika,N006/20/V00024579,4,185,
220,3305.79,2020-09-29,DP: servisní prohlídka (oprava a údržba) Š Fabia 027-21-97 (32.DP) Čechy,Česká republika,N006/20/V00024575,4,185,
221,1652.89,2020-09-29,DP: servisní prohlídka (oprava a údržba) Š Fabia combi 212-94-15 (31.DP) Čechy,Česká republika,N006/20/V00024233,4,185,
222,149915.49,2023-07-11,PS 0514 – Oprava splaškové kanalizace,Pardubický kraj,N006/23/V00019489,4,348,
223,12760.00,2020-09-29,Nákup pneumatik,Hlavní město Praha,N006/20/V00023997,4,350,
224,826.45,2020-09-21,"DP: servisní prohlídka Š Fabia combi, 212-78-13 (30.DP) Čechy",Česká republika,N006/20/V00023776,4,185,
225,826.45,2020-09-21,"DP: servisní prohlídka Š Fabia combi, 212-93-83 (29.DP) Čechy",Česká republika,N006/20/V00023774,4,185,
226,3750.00,2020-09-23,DP: odvoz a odstranění nebezpečných a ostatních odpadů v roce 2018-2021 (9.DP),Hlavní město Praha,N006/20/V00023435,4,353,
227,1652.89,2020-09-21,"DP: servisní prohlídka Š Fabia combi, 212-83-28 (17.DP) Morava",Česká republika,N006/20/V00023434,4,187,
228,826.45,2020-09-16,"DP: servisní prohlídka Š Fabia combi, 212-93-69 (28.DP) Čechy",Česká republika,N006/20/V00023085,4,185,
229,6611.57,2020-09-21,"DP: servisní prohlídka VW Transporter, 212-45-42 (16.DP) Morava",Česká republika,N006/20/V00023084,4,187,
230,22791.00,2023-02-17,RD - Revize elektrických spotřebičů,Středočeský kraj,N006/23/V00004363,4,354,
231,660000.00,2023-01-09,RD 22106000287 - Školení Výzva č.2,Česká republika,N006/22/V00034367,4,96,
232,1005562.80,2023-09-25,Obnova fasády obecního úřadu Ježovy,,N006/23/V00026741,53,357,
233,197000.00,2023-03-15,"KŘP-U - OOP TRNOVANY, MARŠOVKSÁ 1537/20 - REKONSTRUKCE OBJEKTU - TECHNICKÝ DOZOR STAVEBNÍKA",Ústecký kraj,N006/23/V00007115,54,358,
234,2864.00,2020-09-22,"DP: zabezpečení praní prádla,oděvů a výstrojních součástek 2019-2020 (34.DP)",Hlavní město Praha,N006/20/V00023083,4,180,
235,826.45,2020-09-11,"DP: servisní prohlídka Š Fabia combi, 212-82-72 (27.DP) ČECHY",Česká republika,N006/20/V00022773,4,185,
236,2115.70,2020-09-15,DP: Nákup pohonného plynu (LPG) vč. zapůjčení tlakových lahví a klecí (4.DP),Hlavní město Praha,N006/20/V00022762,4,361,
237,334380.00,2023-09-05,ŘLZ - Kryo mlýnek na kosti,Česká republika,N006/23/V00024592,26,362,
238,55265.20,2023-06-12,Výzva k plnění č.3,Česká republika,N006/23/V00015997,4,364,
239,17380.00,2020-09-15,"DP: údržba, opravy a revize technologického zařízení skladů a výdejen PHM SLAVKOV (3.DP)",Olomoucký kraj,N006/20/V00022756,4,365,
240,17380.00,2020-09-15,"DP: údržbu, opravy a revize technologického zařízení skladů a výdejen PHM DOLNÍ SLIVNO (4.DP)",Středočeský kraj,N006/20/V00022754,4,365,
241,21789.83,2020-09-15,"DP: údržba, opravy a revize technologického zařízení skladů a výdejen PHM PRAHA 5,6 (6.DP)",Hlavní město Praha,N006/20/V00022753,4,365,
242,1516004.00,2023-02-16,Kabely a rozvaděče,Středočeský kraj,N006/23/V00004309,4,366,
243,16342666.00,2021-05-26,Pozáruční servis Cronos,Česká republika,N006/21/V00013129,4,369,
296,99556632.10,2022-08-24,DODÁVKY POJISTEK NN,Česká republika,N006/22/V00021720,22,436,
244,8380.00,2023-09-25,"48. DP RD - Pronájem mobilních toalet, umýváren a stojanů s dezinfekcí pro VÚ 8660 Vyškov na období 01.03.2023 - 29.02.2024",Jihomoravský kraj Jihomoravský kraj,N006/23/V00026573,4,85,
245,223750.00,2023-05-10,Propagační předměty - nábor,Ústecký kraj,N006/23/V00012730,54,370,
246,10800.00,2023-06-15,Výzva k dílčímu plnění č. 16 k Rámcové dohodě Čj. MO 400630/2022-2298,Česká republika,N006/23/V00016180,4,85,
247,826350.00,2023-02-07,Ocelové klíny,Středočeský kraj,N006/23/V00003277,4,381,
248,55256.00,2023-06-26,Výzva k plnění č.1 - oprava a revize pratrenážéru,Pardubický kraj,N006/23/V00016525,4,383,
249,277947.08,2023-07-11,PS 0401 – Oprava povrchů (malování) a Malování vnitřních prostor,Liberecký kraj,N006/23/V00019491,4,55,
250,119670.66,2023-02-10,Hygienické a čisticí prostředky,Středočeský kraj,N006/23/V00002292,4,110,
251,40435.20,2023-07-18,Obalový materiál do balícího stroje,Ústecký kraj,N006/23/V00020229,54,384,
252,102040.00,2023-02-08,Vlajky a stožáry,Středočeský kraj,N006/23/V00001762,4,385,
253,218218.00,2023-06-12,"Speciální maziva, oleje, kapaliny a maskovací barvy",Pardubický kraj,N006/23/V00016694,4,387,
254,1926785.50,2023-07-10,PS 0226 – Oprava výtluků a povrchu komunikací,Jihočeský kraj,N006/23/V00018092,4,388,
255,31814.05,2023-06-12,Nákup sportovních potřeb,Pardubický kraj,N006/23/V00016695,4,183,
256,41500.00,2023-01-20,Stojany na odpadkové pytle,Středočeský kraj,N006/23/V00001608,4,189,
257,188532.00,2023-06-14,Baterie a bateriové články,Pardubický kraj,N006/23/V00017037,4,392,
258,2363090.48,2023-07-26,KŘPB - OKTE - realizace stavebních úprav laboratoří chemie,Jihomoravský kraj,N006/23/V00020410,55,398,
259,1652.89,2020-09-23,"DP: servisní prohlídka Š Fabia combi, 212-83-11 (15.DP) Morava",Česká republika,N006/20/V00022752,4,187,
260,3600.00,2023-06-16,Výzva k dílčímu plnění č. 17 k Rámcové dohodě Čj. MO 400630/2022-2298,Česká republika,N006/23/V00017166,4,85,
261,61500.00,2023-09-25,DP k RD MO 443105/2022-4773 - nákup 410 ks stravovacích poukázek na říjen 2023,Ústecký kraj,N006/23/V00026654,4,234,
262,198000.00,2023-09-06,Podpora GrayLog,Hlavní město Praha,N006/23/V00024715,56,399,
263,3182.75,2023-09-25,DP-RD příprava a provedení STK uS-Fabia combi III 213-48-82.,Karlovarský kraj,N006/23/V00026529,4,401,
264,18865.00,2023-06-21,Výzva k plnění č. 13 k rámcové dohodě Čj. MO 217197/2022-2298 - Odtah nepojízdného bozidla po DN,Česká republika,N006/23/V00017328,4,402,
265,27076.00,2023-08-16,8 ks pneu,Česká republika,N006/23/V00022364,54,200,
266,274600.00,2023-01-20,Hasicí přístroje a stojany na hasicí přístroje,Středočeský kraj,N006/23/V00001599,4,403,
267,314747.22,2023-06-19,PS 0514 – Nátěr ocelových stožárů osvětlení,Pardubický kraj,N006/23/V00017430,4,113,
268,88506.00,2023-06-30,Protipožární bedny,Česká republika,N006/23/V00017737,4,406,
269,31402.40,2023-06-26,Výzva k plnění č. 14 k rámcové dohodě Čj. MO 217197/2022-2298 - TÚ vozidel T 815,Česká republika,N006/23/V00018056,4,402,
270,40675.00,2023-01-19,Venkovní stojanový popelník,Středočeský kraj,N006/23/V00000865,4,51,
271,14800.00,2023-06-29,Výzva č. 1 k RD Čj. MO 472993/2023-2298 - Opravy a revize chladících zařízení,Pardubický kraj,N006/23/V00018286,4,89,
272,145251.50,2023-06-16,PS 0444 – Oprava garážových vrat č.1,Liberecký kraj,N006/23/V00017359,4,407,
273,18000.00,2023-07-14,Výzva č. 19 k RD Čj. MO 400630/2022-2298 - Pronájem mobilních sociálních zařízení,Česká republika,N006/23/V00019956,4,85,
274,2609149.82,2023-06-21,"PS 0228 – Oprava fasády, oken a dveří",Jihočeský kraj,N006/23/V00017828,4,408,
275,15701.20,2023-07-25,Výzva k plnění č.15 - provedení TÚ 1 na vozidle T-815,Česká republika,N006/23/V00020332,4,402,
276,1511200.00,2023-01-10,Polní lůžko skládací,Středočeský kraj,N006/23/V00000621,4,62,
277,289947.09,2022-12-14,Materiál na opravu brzd a pneumatik II s termínem plnění 12.12.2022,Středočeský kraj,N006/22/V00032244,4,110,
278,541583.30,2022-12-14,Mobilní paravány,Středočeský kraj,N006/22/V00031416,4,145,
279,131610.00,2023-09-04,Zálohovací software Veeam,Hlavní město Praha,N006/23/V00024262,57,249,
280,4600.00,2023-08-16,Výzva č. 21 k RD Čj. MO 400630/2022-2298 - Pronájem mobilních sociálních zařízení - kopie,Česká republika,N006/23/V00022866,4,85,
281,7250.00,2023-08-24,Výzva č. 22 k RD Čj. MO 400630/2022-2298 - Pronájem mobilních sociálních zařízení,Česká republika,N006/23/V00023645,4,85,
282,46400.00,2023-09-25,22. DP RD závodní stravování VZ Travčice v letech 2022-2023 - říjen 2023,Ústecký kraj,N006/23/V00026428,4,419,
283,860.00,2023-09-25,Výzva č. 9 k RD - pneuservisní práce,Jihomoravský kraj,N006/23/V00026282,4,420,
284,139216.42,2023-09-25,"Dílčí plnění-nákup léků, vitamínů a krmivových doplňků pro VVetÚ Hlučín",Česká republika,N006/23/V00024871,4,421,
285,4879.45,2023-09-25,Opravy a servis vozů Š+VW 36. DP 2023 Morava (66.DP/2022),Olomoucký kraj,N006/23/V00026093,4,422,
286,39738.00,2023-08-01,Mezi životem a snem,Hlavní město Praha,N006/23/V00019854,58,423,
287,501271.47,2023-08-21,Nákup kuchyňských potřeb,Česká republika,N006/23/V00023059,59,425,
288,87000.00,2023-08-25,V různosti je síla,Hlavní město Praha,N006/23/V00022150,58,427,
289,115041.00,2023-08-25,Jan Kryštof Muller. Barokní kartograf,Hlavní město Praha,N006/23/V00022145,58,423,
290,4100.00,2023-09-25,Objednávka 23225012794,Česká republika,N006/23/V00026671,4,428,
291,122732.00,2022-11-30,Kuchyňské vybavení,Středočeský kraj,N006/22/V00030969,4,426,
292,151858515.39,2022-12-27,Obec Klenovice na Hané – ČOV a stoková síť,Olomoucký kraj Olomoucký kraj,N006/22/V00034455,60,429,
293,4000000.00,2022-07-25,Odčerpání a likvidace vody ze skládky ve Šlapanicích 2022,Jihomoravský kraj,N006/22/V00019099,61,432,
294,12729932.82,2022-07-22,OBNOVA MÍSTNÍCH KOMUNIKACÍ V OBCI JAROMĚŘICE,Pardubický kraj,N006/22/V00019016,62,79,
297,10891215.00,2023-09-21,Stanový systém INNOVA 6,Jihomoravský kraj,N006/23/V00018374,4,437,
298,7200.00,2023-09-24,"ZP k. ú. Mikulovice u Vernéřova, p. p. č. 394/1 - 22/2023/CV",Česká republika,N006/23/V00024093,38,258,
299,1751722.00,2020-10-07,"Rozšíření ""Centrálního úložiště dat NÚLK""",Jihomoravský kraj,N006/20/V00025260,63,439,
300,4484000.00,2018-07-23,"Depozitář a konzervační pracoviště NÚLK, Strážnice - projektant a autorský dozor",,N006/18/V00013190,63,442,
301,3240000.00,2017-09-12,Strážnice - Muzeum vesnice jihovýchodní Moravy - Areál vodních technických staveb – „Podhájský mlýn s hospodářským zázemím“ – PD,,N006/17/V00004996,63,442,
302,2028790.89,2022-11-30,"Expozice vodních technických staveb – Podhajský mlýn s valchou a hospodářským zázemím „Život, bydlení, řemeslo“ – Valcha a mlýn",Jihomoravský kraj,N006/22/V00032623,63,444,
303,63233975.79,2022-05-30,"EXPOZICE VODNÍCH TECHNICKÝCH STAVEB – PODHAJSKÝ MLÝN S VALCHOU A HOSPODÁŘSKÝM ZÁZEMÍM „ŽIVOT, BYDLENÍ, ŘEMESLO“",Jihomoravský kraj,N006/22/V00013466,63,445,
304,2501965.29,2022-05-05,"Pořízení plug-in hybridních automobilů - Kostka Krásná Lípa, p.o.",Ústecký kraj,N006/22/V00010868,64,446,
305,7955000.00,2021-12-23,Dostavba zemědělských usedlostí v areálu Dolňácko - objekty G15 a G16,Jihomoravský kraj,N006/21/V00033834,63,448,
306,11227542.38,2020-12-31,Stavební úpravy objektu č.p. 62,Středočeský kraj,N006/20/V00034135,65,451,
307,330000.00,2022-05-13,"1) Expozice vodních technických staveb – Podhajský mlýn s valchou a hospodářským zázemím „Život, bydlení, řemeslo“ – KBOZP",Jihomoravský kraj,N006/21/V00031780,63,460,
308,757598.00,2022-05-13,"2) Expozice vodních technických staveb – Podhajský mlýn s valchou a hospodářským zázemím „Život, bydlení, řemeslo“ – TDS",Jihomoravský kraj,N006/21/V00031779,63,461,
309,18389894.91,2020-09-10,"ZŠ Staňkova 14, Brno – rekonstrukce střešní konstrukce, půdního prostoru a nové vedení dešťové kanalizace do akumulační a retenční nádrže",Jihomoravský kraj,N006/20/V00022465,2,464,
310,10919000.00,2020-02-24,"Oprava fasády a balkónů v BD Botanická 55 - 63, Brno",Jihomoravský kraj,N006/20/V00004339,2,465,
311,4422607.00,2019-07-02,"Realizace investiční akce ""NÚLK - areál MVJVM - Experimentální pracoviště hliněného stavistelství""",Jihomoravský kraj,N006/19/V00018905,63,469,
312,3390753.00,2019-07-02,"Realizace investiční akce ""Muzeum vesnice jihovýchodní Moravy - Horňácko, terénní úpravy""",Jihomoravský kraj,N006/19/V00018900,63,470,
313,1691822.08,2023-04-16,"“Chodník Bukovina, úsek obchod – ZŠ, 1. etapa”",,N006/23/V00010351,66,471,
314,10000000.00,2023-07-11,Rámcová dohoda o poskytování právních služeb,Hlavní město Praha,N006/23/V00011807,43,474,
315,10000000.00,2023-07-11,Rámcová dohoda o poskytování právních služeb,Hlavní město Praha,N006/23/V00011807,43,477,
316,10000000.00,2023-07-11,Rámcová dohoda o poskytování právních služeb,Hlavní město Praha,N006/23/V00011807,43,476,
317,3067000.00,2023-07-20,Optický koherenční tomograf s neinvazivní OCT angiografií,Zlínský kraj,N006/23/V00020183,28,478,
318,1879000.00,2023-09-22,Zajištění výstavní plochy na veletrhu Defense & Security Bangkok 2023,,N006/23/V00026711,67,479,
319,4866493.78,2022-07-21,"Oprava komunikace na trase Saula - Tokáň, I.etapa",Ústecký kraj,N006/22/V00018233,68,480,
320,5525638.65,2023-06-30,BRT I – pěší cesta – Stavba chodníku na ulici Horní Město,Kraj Vysočina,N006/23/V00018956,19,485,
321,21318052.35,2023-07-03,Velký Beranov – Nové Domky lokalita pro výstavbu rodinných domů,Kraj Vysočina,N006/23/V00019152,69,486,
322,3450000.00,2023-07-27,Dodávka plně digitálního průtokového cytometru,Hlavní město Praha,N006/23/V00021058,70,490,
323,2200000.00,2023-06-27,Dodávky reagencií pro elektroforetický přístroj vč. autorizovaného servisního zajištění přístroje,Hlavní město Praha,N006/23/V00018435,70,491,
324,12948603.15,2023-06-29,"OBEC ŽDÍREC, okres Jihlava, Splašková kanalizace, II. etapa, oddílná kanalizace obce",Kraj Vysočina,N006/23/V00018760,71,81,
325,1942316.00,2023-09-04,Digitalizace vzácných historických dokumentů (rukopisů a starých tisků) na rok 2023,Hlavní město Praha,N006/23/V00024493,35,493,
326,18000.00,2022-08-25,KŘP KVy - OOP Bystřice nad Pernštejnem - realizace přípojky vody - výkon koordinátora BOZP,Kraj Vysočina,N006/22/V00022114,10,494,
327,809021.88,2023-06-13,PS 0530 – Opravy budov a venkovního osvětlení Pohledecká Skála,Pardubický kraj,N006/23/V00016895,4,501,
328,33283.00,2022-08-25,KŘP KVy - OOP Bystřice nad Pernštejnem - realizace přípojky vody - výkon TDS,Kraj Vysočina,N006/22/V00022115,10,502,
329,1074380.14,,KŘP KVy - OOP Bystřice nad Pernštejnem - realizace přípojky vody,Kraj Vysočina,N006/22/V00023932,10,504,
330,739239.00,,Údržba zelených ploch,Moravskoslezský kraj,N006/20/V00009399,72,505,
331,2181105625.36,,"REKONSTRUKCE SOUMOSTÍ LIBEŇSKÝ MOST, PRAHA 7 A 8",Hlavní město Praha,N006/20/V00028336,73,506,
332,380000.00,2019-01-22,"SZ Lemberk - projekční práce - obnova vstupních objektů a Ledárny, projektová dokumentacej pro stavební povolení a provedení stavby",,N006/19/V00001597,17,507,
333,735914.10,,Údržba zelených ploch,Moravskoslezský kraj,N006/21/V00010133,72,505,
334,103750.00,,Pořízení odplísňovacího boxu,Ústecký kraj,N006/23/V00023869,41,508,
335,5065361.29,2023-06-08,BD Železničního pluku 2260-2261 – sanace obvodového pláště - realizace,Pardubický kraj,N006/23/V00016335,5,509,
336,684940.00,2020-10-23,KŘP KVy - DO Velký Beranov - rekonstrukce a přístavba administrativní budovy - výkon TDS,Kraj Vysočina,N006/20/V00028289,10,518,
337,1148500.00,2019-02-28,"KŘP KVy - DO Velký Beranov - zpracování projektové přípravy, vypracování návrhu architektonického a dispozičního řešení, projektové dokumentace pro územní řízení, stavební povolení a zhotovení stavby",Kraj Vysočina,N006/19/V00005033,10,524,
338,396709.14,2023-09-22,Pneumatiky - IX.,Moravskoslezský kraj,N006/22/V00025921,72,200,
339,49591138.93,2020-07-30,"KŘP KVy - DO Velký Beranov - rekonstrukce a přístavba administrativní budovy, parkingu a technické infrastruktury",Kraj Vysočina,N006/20/V00018438,10,535,
577,6140.00,,DP: Opravy a servis VKZ - Plyn (2.DP),Praha,N006/19/V00029567,4,56,
340,987349.00,2023-06-15,PS 0226 – Oprava střechy přístavku Hangár č.13,Jihočeský kraj,N006/23/V00017203,4,541,
341,66020.00,2023-07-31,PS 0503 – Výměna hydrantů + ventilů - kopie,Královéhradecký kraj,N006/23/V00021287,4,543,
342,13619900.00,2023-07-03,"Tkáňový procesor, zalévací linka, automatický rotační mikrotom",Zlínský kraj,N006/23/V00018820,28,545,
343,8939033.00,2022-03-10,KŘP KVy - Realizace úspor - OOP Náměšť nad Oslavou,Kraj Vysočina,N006/22/V00003703,10,546,
344,132000.00,2023-09-22,SH Grabštejn – Odborné ošetření dřevin v SV části lesoparku,,N006/23/V00023191,17,554,
345,324500.00,2020-05-21,"KŘP KVy - OOP Náměšť nad Oslavou, zpracování podkladů pro podání PŽ OPŽP 2014+",Kraj Vysočina,N006/20/V00010875,10,555,
